Id,Label,timeset,cip_category,total_deflated_dollar_2010,citations,y_05,cd,pageranks
2590,,,Biology,148179763,1974,1995,1,0.000173
1236,,,Biology,NA,3451,2000,1,0.000173
2660,,,Biology,NA,1055,2005,0,0.000173
1137,,,Medical,NA,5633,2000,1,0.000173
1101,,,Biology,NA,10527,1995,1,0.000173
2050,,,Medical,NA,10997,1995,1,0.000173
2683,,,Biology,NA,6143,2000,1,0.000173
62,,,Biology,NA,1312,2000,0,0.000173
2743,,,Biology,35767,1043,2005,0,0.000173
63,,,Biology,NA,963,2005,1,0.000173
2172,,,Biology,NA,3964,1985,1,0.000602
1856,,,Medical,NA,3721,1990,1,0.000602
2122,,,Medical,NA,8964,1980,1,0.000602
2600,,,Biology,NA,6185,1980,1,0.000173
743,,,Biology,NA,309,2010,1,0.000173
489,,,Biology,NA,315,2005,0,0.000173
1139,,,Medical,NA,1813,2000,1,0.000602
1953,,,Medical,NA,16692,1985,1,0.000173
640,,,Technology,7909845,13135,1990,1,0.000173
64,,,Biology,NA,897,1995,1,0.000173
499,,,Biology,NA,1815,2000,0,0.000173
65,,,Biology,NA,3906,2005,1,0.000173
2616,,,Biology,21761473,26776,1990,1,0.000453
1816,,,Medical,NA,16786,1990,1,0.000173
2152,,,Biology,NA,57484,1985,1,0.000173
680,,,Biology,NA,851,2010,0,0.000532
585,,,Biology,127222104,65811,1985,1,0.000173
702,,,Biology,15113806,9801,1990,1,0.000494
2250,,,Biology,NA,14823,1995,1,0.000173
66,,,Biology,NA,6501,2000,1,0.000486
831,,,Biology,NA,12588,1995,1,0.000173
1213,,,Biology,NA,6321,2000,1,0.000173
953,,,Biology,NA,23896,1985,1,0.000532
186,,,Biology,NA,1663,2000,1,0.000173
504,,,Biology,NA,10197,1980,1,0.000532
2315,,,Biology,4937204,21584,1965,1,0.000173
607,,,Biology,NA,48595,1980,1,0.000173
1601,,,Biology,NA,2771,1985,1,0.000457
67,,,Biology,NA,868,2000,1,0.000173
1417,,,Technology,NA,1801,1995,1,0.000173
68,,,Biology,NA,783,2000,1,0.000173
1399,,,Biology,NA,1540,1985,1,0.000173
1966,,,Biology,NA,8693,1985,1,0.000173
763,,,Medical,NA,687,2005,1,0.000173
2565,,,Medical,NA,8823,1995,1,0.001206
571,,,Medical,NA,30636,1975,1,0.000173
1172,,,Medical,NA,5250,2000,1,0.000173
2346,,,Biology,79548719,2200,1980,1,0.000173
1073,,,Biology,NA,1129,2010,1,0.000986
1208,,,Biology,NA,4362,2000,1,0.000173
346,,,Medical,NA,1347,2005,1,0.000173
1807,,,Biology,NA,1413,2000,1,0.000173
2223,,,Biology,NA,11103,1995,1,0.000173
2281,,,Biology,NA,3163,1995,1,0.000173
70,,,Biology,NA,852,2005,1,0.000532
2388,,,Biology,NA,28721,1985,1,0.000532
1040,,,Medical,NA,1450,2005,1,0.000532
1749,,,Biology,NA,4094,1985,1,0.000173
1449,,,Medical,NA,8650,1990,1,0.000173
1577,,,Biology,NA,35357,1995,1,0.000173
71,,,Biology,NA,6170,1975,1,0.000173
1352,,,Biology,NA,2312,1995,1,0.000173
379,,,Biology,NA,1234,2005,1,0.000173
816,,,Medical,NA,848,2010,1,0.000173
659,,,Biology,4326845,12969,1980,1,0.000173
1491,,,Medical,NA,6364,1985,1,0.000632
1264,,,Medical,NA,1854,1995,1,0.000173
337,,,Medical,NA,867,2005,1,0.000173
446,,,Medical,NA,444,2005,1,0.000173
358,,,Medical,72403216,1720,1995,1,0.000173
2694,,,Medical,NA,16853,1990,1,0.000173
1901,,,Biology,NA,8206,1985,1,0.000173
72,,,Biology,NA,1169,1995,0,0.0006
1573,,,Biology,NA,4185,1990,1,0.0006
551,,,Biology,NA,353,2010,1,0.0006
1265,,,Biology,NA,970,1990,1,0.000173
2132,,,Biology,NA,6149,1975,1,0.000173
2219,,,Medical,NA,32207,1990,1,0.000173
1424,,,Biology,NA,2026,1990,1,0.000173
1381,,,Biology,NA,2044,2000,1,0.000173
948,,,Medical,NA,3307,1980,1,0.000173
1867,,,Biology,NA,6555,1995,1,0.000453
595,,,Biology,NA,25766,1980,1,0.000808
2433,,,Medical,4153492,7867,1980,1,0.000173
2328,,,Biology,23394330,18350,1980,1,0.000173
1819,,,Medical,NA,2456,1995,1,0.000173
1886,,,Biology,4153492,4405,1980,1,0.000173
2491,,,Biology,199515,8027,1995,1,0.000173
542,,,Biology,NA,9170,1980,1,0.000173
1908,,,Medical,NA,13953,1985,1,0.000173
1993,,,Medical,NA,8777,1985,1,0.000173
1629,,,Biology,276217,10113,1995,1,0.000173
2402,,,Biology,11404976,12377,2000,1,0.000173
2689,,,Medical,NA,1770,2005,1,0.000173
959,,,Biology,NA,45281,1970,1,0.000173
1794,,,Medical,NA,7944,1975,1,0.000533
2410,,,Biology,NA,13769,1980,1,0.000173
1659,,,Medical,NA,939,1985,1,0.000173
1497,,,Medical,NA,1576,1995,1,0.000173
1519,,,Biology,NA,1559,1995,1,0.000173
617,,,Biology,NA,4748,1995,1,0.000173
75,,,Biology,394935,756,2005,1,0.000173
1158,,,Medical,2186067,1049,2000,1,0.000173
76,,,Medical,NA,4500,2005,1,0.000173
2525,,,Medical,NA,1729,2000,1,0.000173
881,,,Medical,NA,24536,1975,1,0.000173
735,,,Biology,NA,983,2010,1,0.000173
1079,,,Biology,66303122,5259,2005,1,0.000173
488,,,Biology,NA,2034,2005,1,0.000173
1189,,,Biology,NA,4037,1995,1,0.000173
2420,,,Biology,5644466,6768,1995,1,0.000173
2715,,,Biology,NA,1402,2005,1,0.000173
1602,,,Medical,NA,7060,1990,1,0.000173
2392,,,Biology,NA,35437,1985,1,0.000738
1795,,,Biology,NA,4148,1995,1,0.000457
1853,,,Biology,NA,3229,1995,1,0.000173
77,,,Biology,NA,4204,1990,1,0.000453
1441,,,Biology,NA,5380,2000,1,0.000721
2025,,,Biology,7015384,30900,1980,1,0.000453
398,,,Biology,NA,869,2005,1,0.000173
2529,,,Biology,NA,1207,2000,1,0.00044
1556,,,Biology,NA,14507,1995,1,0.000457
2638,,,Biology,NA,11692,1975,1,0.000173
1504,,,Biology,1782326,5252,1990,1,0.000173
919,,,Medical,NA,361,2005,0,0.000173
823,,,Biology,222484,702,2010,1,0.000173
117,,,Biology,NA,1313,2000,1,0.000632
970,,,Medical,NA,3083,1995,1,0.000173
1878,,,Biology,NA,3717,1995,1,0.000173
371,,,Biology,NA,269,2010,1,0.000173
175,,,Medical,NA,1894,2005,1,0.000173
1439,,,Technology,NA,1814,1995,1,0.000173
2391,,,Medical,NA,12551,1985,1,0.000632
2236,,,Medical,NA,5737,1975,1,0.000173
2645,,,Medical,NA,4359,1995,1,0.000173
167,,,Medical,NA,1899,1990,1,0.000173
2255,,,Medical,NA,4253,1975,1,0.000173
1287,,,Biology,NA,4330,2000,1,0.000173
79,,,Medical,NA,1325,2005,1,0.000173
389,,,Biology,NA,1384,2005,1,0.000173
402,,,Biology,NA,3284,2005,1,0.000173
80,,,Medical,NA,723,2005,1,0.000173
1025,,,Medical,NA,2406,1995,1,0.000532
2353,,,Biology,NA,7589,1990,1,0.000813
1526,,,Biology,NA,3599,1995,1,0.000173
857,,,Medical,NA,14193,1985,1,0.000173
81,,,Biology,NA,1103,2005,0,0.000798
282,,,Biology,308520,1155,2005,1,0.000798
2199,,,Biology,NA,11602,1990,1,0.000532
905,,,Biology,583735,1185,2005,0,0.000173
82,,,Biology,NA,1063,2005,1,0.000173
1651,,,Medical,NA,6348,1980,1,0.000173
1663,,,Biology,NA,12846,1990,1,0.000173
83,,,Biology,NA,1550,2000,1,0.000173
2083,,,Biology,NA,9791,1985,1,0.000173
212,,,Biology,NA,2222,1995,1,0.000173
996,,,Biology,NA,3563,1995,1,0.000494
2447,,,Biology,NA,3241,1990,0,0.000173
2421,,,Biology,NA,71380,1985,1,0.000173
532,,,Biology,NA,1708,2010,0,0.000173
321,,,Biology,NA,12393,1985,1,0.000173
2104,,,Biology,NA,5096,1995,1,0.000173
1102,,,Medical,26033245,41926,1990,1,0.000718
195,,,Biology,NA,4585,2000,1,0.000453
2341,,,Biology,37069,13587,1965,1,0.000798
478,,,Biology,NA,3426,1990,1,0.000767
85,,,Biology,NA,632,2005,1,0.000173
496,,,Biology,NA,347,2005,1,0.000173
2436,,,Medical,NA,2195,1995,1,0.000173
1696,,,Biology,NA,6097,1995,1,0.000173
1460,,,Biology,206559,419,1990,0,0.000173
86,,,Biology,NA,1920,2000,0,0.000173
1058,,,Biology,NA,763,2005,0,0.000173
87,,,Biology,NA,1660,2000,1,0.000173
1540,,,Biology,NA,4574,1990,1,0.000173
2667,,,Biology,NA,2399,2000,1,0.00044
955,,,Biology,NA,863,2010,1,0.000721
415,,,Biology,NA,4839,2005,1,0.000721
1066,,,Medical,926800,43091,1990,1,0.000986
440,,,Biology,NA,2934,2005,1,0.000721
2725,,,Biology,NA,2543,2005,1,0.000721
1002,,,Biology,NA,2374,2010,1,0.000721
2064,,,Biology,NA,5350,2000,1,0.000721
1045,,,Biology,NA,5719,1990,1,0.000721
188,,,Medical,NA,3123,2005,1,0.000721
2035,,,Medical,NA,7653,1985,1,0.000721
1876,,,Biology,NA,41119,1995,1,0.000721
2072,,,Biology,3478157,27671,1985,1,0.001043
224,,,Biology,NA,3055,2005,1,0.000721
2362,,,Biology,NA,87124,1980,1,0.00044
1096,,,Medical,NA,14473,1990,1,0.000986
1987,,,Medical,1444071,16687,1990,1,0.001082
354,,,Biology,40111878,45806,1975,1,0.000721
1174,,,Biology,NA,3915,1995,1,0.000721
2621,,,Biology,12986808,11045,1980,1,0.00044
96,,,Medical,NA,1808,2005,1,0.00044
579,,,Biology,8289802,6969,2000,1,0.000721
616,,,Medical,NA,1827,2005,1,0.000721
1434,,,Medical,NA,7325,1995,1,0.000721
234,,,Biology,NA,9165,2005,1,0.000721
1075,,,Biology,1007741,11948,1970,1,0.000721
1818,,,Medical,NA,6646,1965,1,0.000721
2569,,,Medical,NA,29222,1985,1,0.000721
1677,,,Biology,39040477,52727,1980,1,0.000986
2620,,,Biology,22946970,5322,1995,1,0.000564
2543,,,Medical,NA,4179,1990,1,0.000173
1422,,,Biology,NA,7326,1995,1,0.000486
393,,,Medical,NA,30216,2000,1,0.000914
514,,,Biology,NA,2016,2005,1,0.000173
750,,,Biology,NA,299,2010,1,0.000173
1520,,,Biology,NA,5880,1995,1,0.000551
2090,,,Biology,NA,7356,1985,1,0.000173
2054,,,Medical,NA,78579,1985,1,0.000437
2599,,,Biology,8765379,5863,1970,0,0.000173
89,,,Technology,NA,10262,1995,1,0.000173
2175,,,Biology,2383017,16809,1985,1,0.000173
2677,,,Biology,NA,310,2000,1,0.000173
581,,,Biology,1031703,12578,1985,1,0.000173
2623,,,Technology,2072627,72053,1985,1,0.000173
90,,,Biology,NA,1183,2000,1,0.000173
1528,,,Biology,NA,3995,1995,1,0.000173
1448,,,Medical,NA,3587,2000,1,0.000738
713,,,Biology,NA,3278,1990,1,0.000173
1000,,,Medical,1341908,10289,1990,1,0.000173
91,,,Biology,NA,609,2005,1,0.000173
2103,,,Medical,68565148,31512,1980,1,0.000173
2463,,,Biology,NA,1540,2000,1,0.000173
92,,,Biology,NA,1075,2005,1,0.000173
1724,,,Biology,NA,5850,1985,1,0.000173
507,,,Medical,NA,593,2005,1,0.000173
241,,,Medical,4864816,27037,1980,1,0.000173
1048,,,Medical,NA,9680,1975,1,0.000173
1893,,,Biology,NA,12346,1970,1,0.000173
93,,,Medical,NA,782,2005,1,0.000173
2015,,,Biology,NA,3905,1995,1,0.000453
1800,,,Medical,NA,1558,2000,1,0.000632
94,,,Biology,NA,1432,2005,0,0.000173
460,,,Biology,NA,11022,1995,0,0.003043
1465,,,Biology,NA,3267,1990,0,0.000173
339,,,Biology,319451,1095,2005,1,0.000604
95,,,Biology,NA,3697,2005,0,0.000173
492,,,Biology,NA,1240,2010,0,0.000173
335,,,Biology,NA,1009,2005,0,0.000173
728,,,Technology,NA,439,2010,1,0.000173
270,,,Biology,434084,680,2005,1,0.000173
97,,,Medical,4117681,38204,1980,1,0.000173
594,,,Medical,NA,18104,1960,1,0.000173
2291,,,Biology,NA,49116,1970,1,0.000698
1840,,,Biology,NA,7614,1990,1,0.000173
2508,,,Biology,NA,3978,1995,1,0.000173
138,,,Medical,NA,684,2010,1,0.000173
844,,,Biology,NA,12881,1990,1,0.000738
2754,,,Biology,NA,3363,2000,1,0.000173
1197,,,Biology,NA,2345,2000,1,0.000173
99,,,Biology,NA,866,2005,1,0.000173
256,,,Medical,NA,6031,2005,1,0.000173
2308,,,Biology,NA,1540,2000,0,0.000173
100,,,Biology,NA,1892,2000,1,0.000173
2559,,,Biology,NA,1094,1995,0,0.000173
759,,,Biology,NA,445,2010,0,0.000173
1318,,,Biology,NA,1895,1995,1,0.000173
2605,,,Medical,NA,4683,1980,1,0.000173
1667,,,Biology,1577866,3880,1990,0,0.000173
2205,,,Biology,1129675,5310,1970,0,0.000173
2530,,,Biology,NA,849,2000,0,0.000173
2145,,,Biology,NA,3784,1965,1,0.000173
101,,,Medical,NA,647,2005,1,0.000173
1524,,,Biology,NA,1841,1985,1,0.000494
116,,,Biology,NA,2235,2000,1,0.000173
1376,,,Medical,NA,1346,1995,1,0.000173
2571,,,Medical,NA,4320,1995,1,0.000173
2111,,,Medical,NA,9375,1990,1,0.000173
2260,,,Biology,NA,5883,1995,1,0.000173
2550,,,Medical,NA,1318,1995,1,0.000173
1220,,,Medical,NA,576,2000,1,0.000173
190,,,Biology,NA,14045,1980,1,0.000846
990,,,Biology,NA,1601,2000,1,0.000486
1121,,,Biology,NA,4902,1980,1,0.000457
1464,,,Medical,NA,1100,1995,1,0.000173
1639,,,Medical,NA,1416,1985,1,0.000698
601,,,Medical,NA,3117,1985,1,0.000651
1745,,,Medical,NA,955,1975,1,0.000173
2582,,,Biology,NA,10169,1990,1,0.000486
102,,,Biology,NA,2176,2005,0,0.000173
2133,,,Biology,NA,9158,1985,1,0.000173
1683,,,Biology,16236154,4222,1985,1,0.000173
103,,,Medical,NA,1268,2005,1,0.000173
2208,,,Medical,17423840,20752,1990,1,0.000173
2154,,,Medical,NA,13208,1980,1,0.000173
2700,,,Medical,NA,11188,2005,1,0.00115
1063,,,Medical,NA,6427,2005,1,0.000173
952,,,Medical,NA,9811,1970,1,0.000173
105,,,Medical,NA,3539,2005,1,0.000173
695,,,Medical,NA,26189,1975,1,0.000173
2143,,,Medical,NA,11970,1985,1,0.000173
2726,,,Medical,NA,3098,1995,1,0.000532
1423,,,Medical,NA,5259,2000,1,0.000173
104,,,Biology,17863302,13932,1980,0,0.000173
2714,,,Biology,NA,3290,2005,1,0.000173
1186,,,Medical,NA,664,2000,1,0.000173
1550,,,Medical,NA,4284,1980,1,0.000173
671,,,Biology,NA,111,2005,1,0.000173
2533,,,Medical,NA,10792,1985,1,0.000173
809,,,Medical,4778361,24002,1985,1,0.000173
319,,,Biology,NA,28848,2000,1,0.000173
884,,,Medical,NA,6201,1995,1,0.000173
1597,,,Medical,NA,9767,1995,1,0.000173
1551,,,Medical,NA,15328,1990,1,0.000173
2323,,,Biology,NA,2384,1995,1,0.000173
285,,,Biology,NA,11192,1995,1,0.000532
1940,,,Medical,NA,13043,1990,1,0.000173
811,,,Medical,NA,2980,2010,1,0.000173
343,,,Medical,NA,9972,2005,1,0.000173
2458,,,Biology,NA,18819,1985,1,0.000173
2178,,,Medical,NA,6440,1995,1,0.000173
1658,,,Medical,NA,5226,2000,1,0.000173
1285,,,Medical,NA,1722,1990,1,0.000533
1329,,,Medical,NA,4107,1995,1,0.000651
792,,,Medical,NA,3821,2005,1,0.000173
624,,,Medical,NA,11515,1980,1,0.000173
2056,,,Medical,NA,8002,1995,1,0.000533
2769,,,Biology,NA,7528,2000,1,0.000486
2156,,,Medical,NA,9636,1980,1,0.000173
688,,,Medical,NA,15460,1975,1,0.001168
2194,,,Medical,NA,7164,1975,1,0.001168
106,,,Biology,NA,971,2000,1,0.000173
315,,,Biology,NA,1828,2005,1,0.000173
1280,,,Medical,NA,8242,2000,1,0.000813
107,,,Biology,NA,5423,2005,1,0.000173
642,,,Biology,NA,5069,2000,1,0.000173
2275,,,Biology,NA,1550,2005,1,0.000173
2377,,,Medical,NA,2314,1995,1,0.000173
2437,,,Biology,NA,7517,1975,1,0.000173
1584,,,Biology,NA,11693,1995,1,0.000738
1308,,,Biology,NA,1356,1990,1,0.000173
534,,,Biology,NA,945,2005,1,0.000173
264,,,Biology,NA,610,2005,1,0.000173
1707,,,Medical,NA,3900,1990,1,0.000173
1553,,,Medical,NA,4939,1995,1,0.000173
108,,,Biology,NA,531,1985,1,0.000173
2198,,,Biology,NA,1075,1975,1,0.000173
1403,,,Medical,NA,947,1985,1,0.000173
1057,,,Medical,NA,285,2010,1,0.000173
2043,,,Biology,NA,2926,1980,1,0.000173
2134,,,Medical,NA,4785,1970,1,0.000173
1302,,,Medical,NA,846,1990,1,0.000173
109,,,Biology,NA,2850,2005,0,0.000173
860,,,Biology,NA,910,2010,0,0.000173
511,,,Biology,688783,3681,2000,0,0.000173
1697,,,Biology,NA,6452,1995,1,0.000738
2728,,,Biology,NA,1919,2000,1,0.000551
932,,,Biology,NA,7747,2000,1,0.000173
110,,,Biology,1256789,697,2000,0,0.000173
111,,,Biology,NA,397,2005,0,0.000173
159,,,Biology,NA,4198,2005,0,0.000173
113,,,Medical,NA,4728,2000,1,0.000453
1004,,,Biology,NA,287,2010,1,0.000173
2266,,,Medical,NA,1958,1965,1,0.000173
529,,,Medical,NA,819,2005,1,0.000602
805,,,Medical,NA,378,2010,1,0.000453
824,,,Medical,NA,1721,2000,1,0.000173
2546,,,Medical,NA,6489,1995,1,0.000173
1539,,,Medical,NA,5009,1985,1,0.000173
764,,,Medical,NA,1513,2005,1,0.000173
260,,,Biology,NA,3294,1995,1,0.000173
1443,,,Biology,NA,1138,2000,1,0.000173
2482,,,Biology,NA,5226,2000,1,0.000173
114,,,Biology,NA,3923,2005,1,0.000173
1896,,,Medical,NA,10188,1980,1,0.000173
1897,,,Biology,NA,5631,1990,1,0.000173
691,,,Biology,1199133,146716,1970,1,0.00115
115,,,Biology,NA,1613,2005,1,0.000173
2287,,,Biology,NA,3367,1980,1,0.000173
1906,,,Medical,NA,7981,1975,1,0.000173
1501,,,Biology,NA,2002,1995,1,0.000173
2662,,,Medical,NA,1623,2000,1,0.000173
1161,,,Biology,NA,3860,2000,1,0.000173
989,,,Biology,NA,1594,1995,0,0.000173
808,,,Biology,NA,705,2010,1,0.000173
718,,,Medical,NA,737,2010,1,0.000173
740,,,Medical,NA,767,2005,1,0.000632
1388,,,Biology,NA,4363,1995,1,0.000453
1400,,,Biology,NA,10530,1985,1,0.001006
119,,,Biology,NA,2020,2000,1,0.000173
2762,,,Biology,NA,1317,2005,1,0.000173
120,,,Medical,NA,1548,2000,0,0.000173
1986,,,Medical,NA,12643,1980,1,0.000173
1991,,,Medical,4227221,9688,1980,1,0.000173
1710,,,Medical,NA,650,2000,0,0.000173
2113,,,Medical,NA,1874,1990,1,0.000173
121,,,Biology,NA,4820,2005,1,0.000173
2676,,,Medical,NA,2279,2000,1,0.000173
1092,,,Biology,18986529,9597,1985,1,0.000173
122,,,Biology,NA,983,2000,0,0.000604
2656,,,Medical,NA,4585,2000,1,0.000173
124,,,Biology,NA,1009,2005,1,0.000173
586,,,Biology,NA,6730,1990,1,0.000173
1146,,,Medical,1673061,1200,2000,1,0.00044
125,,,Biology,NA,1246,2005,0,0.000173
233,,,Biology,NA,903,2005,1,0.000173
410,,,Biology,NA,579,2005,0,0.000173
1587,,,Biology,1705938,11899,2000,1,0.000173
2274,,,Medical,NA,12856,1990,1,0.000173
788,,,Biology,NA,428,2005,1,0.000698
1227,,,Biology,NA,2101,2000,1,0.000173
2514,,,Biology,232730230,15219,1995,1,0.000173
2648,,,Medical,2345528,21464,1995,1,0.000173
2014,,,Biology,NA,6300,1985,1,0.000754
187,,,Biology,NA,1738,2000,1,0.000173
2112,,,Biology,NA,8659,1975,1,0.000173
1008,,,Biology,NA,3065,1990,1,0.000173
1019,,,Biology,NA,11084,1990,1,0.000173
2384,,,Medical,55238610,39753,1980,1,0.001017
127,,,Biology,NA,4603,1990,1,0.000173
1583,,,Biology,NA,4529,1995,1,0.000453
2419,,,Biology,36461,5620,1990,1,0.000453
1272,,,Biology,NA,5029,1990,1,0.000173
1295,,,Medical,NA,4796,1995,1,0.000637
128,,,Biology,NA,1157,2000,1,0.000173
2609,,,Medical,NA,1225,1985,1,0.000173
2413,,,Medical,NA,3759,1995,1,0.000173
129,,,Biology,NA,1429,2005,1,0.000173
1169,,,Biology,NA,1728,1995,1,0.000173
1459,,,Medical,NA,5134,1990,1,0.000173
883,,,Biology,NA,15455,1980,1,0.000173
1672,,,Biology,NA,6665,1980,1,0.000173
462,,,Medical,NA,7031,1980,1,0.000173
2094,,,Biology,NA,4038,1995,0,0.000173
130,,,Biology,NA,613,2005,0,0.000602
154,,,Biology,NA,652,2005,1,0.000173
2224,,,Biology,NA,4645,1995,1,0.000602
1829,,,Biology,1734251,16265,1990,1,0.000173
1915,,,Biology,NA,9258,1985,1,0.00044
2548,,,Biology,NA,11141,1995,1,0.000173
558,,,Medical,NA,12906,2000,1,0.000173
1809,,,Medical,NA,16373,1985,1,0.000173
1718,,,Biology,NA,6274,1990,1,0.000173
132,,,Biology,NA,884,2000,1,0.000173
133,,,Biology,NA,4756,2000,1,0.000173
1646,,,Medical,3548256,3149,1995,1,0.000173
566,,,Biology,NA,382,2010,1,0.000173
491,,,Biology,NA,529,2005,1,0.000173
498,,,Biology,NA,1340,2005,1,0.000173
2165,,,Biology,NA,7269,1980,1,0.000173
2669,,,Biology,NA,1577,2000,1,0.000173
134,,,Biology,NA,2435,2000,1,0.000173
1359,,,Technology,NA,894,1990,1,0.000173
523,,,Biology,NA,1118,2000,1,0.000173
135,,,Biology,NA,566,2005,1,0.000173
427,,,Medical,NA,373,2005,1,0.000173
810,,,Biology,NA,171,2010,1,0.000173
136,,,Biology,NA,925,2005,0,0.000173
2477,,,Biology,NA,55628,1965,1,0.00087
2428,,,Biology,637219,9675,1970,1,0.000173
600,,,Biology,12460628,52946,1980,0,0.000173
137,,,Medical,NA,826,2005,1,0.000173
1456,,,Biology,NA,1966,1995,1,0.000173
683,,,Biology,NA,965,2005,1,0.000173
442,,,Biology,NA,7100,2005,1,0.000173
2464,,,Medical,NA,14548,1990,1,0.00044
794,,,Biology,NA,2013,2010,1,0.000173
139,,,Biology,NA,6398,1970,1,0.000173
2264,,,Biology,NA,16069,1980,1,0.000453
1110,,,Medical,632290,3657,1975,1,0.000173
2135,,,Medical,NA,3968,1975,1,0.000173
2537,,,Biology,625294,34015,1970,1,0.000738
2386,,,Biology,41524,10000,1985,1,0.000173
705,,,Biology,NA,85527,1970,1,0.000173
140,,,Biology,NA,4599,2000,1,0.000173
580,,,Biology,NA,576,2005,0,0.000173
672,,,Biology,NA,752,2010,1,0.000173
298,,,Biology,NA,3216,2005,0,0.000173
141,,,Biology,3233264,11391,1975,1,0.000173
1661,,,Medical,1639164,12203,1985,1,0.000173
1268,,,Medical,5684365,1709,1985,1,0.000173
2253,,,Biology,2911756,53696,1985,1,0.000173
1904,,,Biology,NA,10472,1970,1,0.000173
142,,,Biology,NA,988,2005,1,0.000173
968,,,Biology,NA,5100,1990,1,0.000173
143,,,Biology,NA,501,2005,0,0.000173
2536,,,Biology,894906,23045,1990,1,0.000173
145,,,Biology,NA,1371,2005,1,0.000173
1623,,,Medical,NA,4491,1990,1,0.000173
1471,,,Medical,NA,3326,1995,1,0.000457
146,,,Biology,NA,1425,2005,0,0.000173
2125,,,Biology,NA,18412,1980,1,0.000173
147,,,Biology,NA,1124,2005,1,0.000173
590,,,Biology,NA,50528,1960,1,0.000854
1433,,,Biology,NA,2201,2000,1,0.000173
251,,,Biology,NA,951,2000,0,0.000173
148,,,Biology,NA,513,2005,1,0.000173
2708,,,Biology,NA,3832,2000,1,0.000173
1964,,,Medical,NA,66516,1985,1,0.000173
150,,,Biology,NA,1185,2005,1,0.000173
1780,,,Biology,NA,2835,1995,1,0.000453
1193,,,Biology,NA,5279,2000,1,0.000738
505,,,Biology,NA,551,2005,1,0.000453
471,,,Biology,NA,5406,1975,1,0.000173
1948,,,Medical,NA,5677,1985,1,0.000173
2126,,,Biology,NA,5295,1970,1,0.000173
151,,,Biology,NA,3257,1995,1,0.000173
365,,,Medical,NA,8377,1985,1,0.000808
770,,,Medical,NA,263,2010,1,0.000173
1889,,,Biology,1444071,7912,1995,1,0.000533
1965,,,Medical,NA,4624,1985,1,0.000173
403,,,Biology,12271203,26215,1975,1,0.000798
2088,,,Medical,NA,12973,1980,1,0.000173
220,,,Biology,NA,1454,2005,1,0.000173
1480,,,Biology,557190,5378,1990,1,0.000173
267,,,Biology,NA,2758,2000,1,0.000173
469,,,Biology,NA,23967,1980,1,0.000754
574,,,Biology,NA,9404,1965,1,0.000173
1130,,,Medical,NA,661,2005,1,0.000173
2081,,,Biology,NA,9533,2000,1,0.000173
314,,,Biology,NA,901,2005,1,0.000173
1408,,,Biology,NA,1733,1990,1,0.000173
396,,,Biology,NA,2289,1995,0,0.000173
1356,,,Biology,NA,5810,2000,1,0.000738
153,,,Medical,NA,2694,2005,1,0.000173
247,,,Medical,NA,2396,2000,1,0.000173
448,,,Biology,NA,663,2005,1,0.000173
2773,,,Medical,NA,10339,1995,1,0.000602
1212,,,Medical,33276,2119,2000,1,0.000173
219,,,Biology,NA,873,2005,0,0.000173
1617,,,Medical,NA,23462,1995,1,0.000173
2680,,,Biology,2949870,753,2000,1,0.000173
299,,,Biology,NA,1548,2000,1,0.000173
843,,,Technology,8780912,25563,1965,1,0.000437
2278,,,Biology,NA,23551,1980,1,0.000986
156,,,Medical,NA,607,2005,1,0.000173
1676,,,Biology,NA,5364,1980,1,0.000173
1098,,,Biology,1021275,2829,1985,1,0.000173
2722,,,Biology,NA,7895,2000,1,0.000173
730,,,Medical,NA,904,2010,1,0.000173
158,,,Biology,704141,800,2000,0,0.000173
1732,,,Biology,7927864,14699,1980,1,0.000173
665,,,Biology,NA,8714,1980,1,0.000173
1936,,,Biology,NA,10613,1970,0,0.000173
160,,,Biology,NA,1264,1980,1,0.000173
2583,,,Medical,NA,7596,1990,1,0.000173
161,,,Biology,NA,25534,1980,1,0.015895
969,,,Biology,NA,4917,1995,1,0.000494
1095,,,Biology,NA,22873,1980,1,0.000494
2186,,,Biology,2581855,10135,1995,1,0.000775
1047,,,Medical,NA,6570,1990,1,0.001257
1511,,,Biology,NA,5774,1995,1,0.000494
859,,,Medical,NA,4068,1985,1,0.000494
946,,,Biology,NA,3153,1995,1,0.001135
1429,,,Medical,NA,4820,1990,1,0.000494
900,,,Biology,NA,2161,1995,1,0.000494
1764,,,Biology,44933372,10461,1985,1,0.000808
604,,,Medical,NA,9374,1980,1,0.000808
561,,,Medical,NA,1494,2000,1,0.000494
2327,,,Biology,NA,24717,1970,1,0.000494
2626,,,Medical,NA,9532,1975,1,0.000808
1104,,,Biology,NA,9390,1990,1,0.001089
162,,,Medical,NA,910,2005,1,0.000173
1877,,,Medical,NA,1934,2000,1,0.000173
2456,,,Medical,4420142,2889,1980,1,0.000173
163,,,Medical,NA,1058,2005,1,0.000173
2239,,,Medical,6442208,7816,1980,1,0.000173
1346,,,Biology,NA,1023,1995,1,0.000173
1855,,,Medical,NA,2223,1985,1,0.000173
404,,,Medical,NA,5065,1985,1,0.000173
2752,,,Biology,NA,7170,1990,1,0.000173
164,,,Biology,NA,2014,1985,0,0.000173
1492,,,Biology,NA,2486,1995,1,0.000173
2387,,,Biology,NA,8742,1995,1,0.000173
2174,,,Biology,NA,6694,1985,1,0.000173
